,mean,q5,q95,robust
Haze,-0.006099982456211652,-0.12518582658652602,0.11637933618368658,False
Hurricane,-0.0064069171994870526,-0.10026123695475583,0.08510675466142134,False
Syrup Bomb,-0.006431254455850219,-0.12415894323066529,0.11688841837609953,False
Steel Beam,-0.007121348280238057,-0.12328970866264125,0.111812562705632,False
Baby-Doll Eyes,-0.0072374640713719785,-0.13077912283280177,0.11503048988936103,False
Agility,-0.007261280938430201,-0.13338718964320437,0.11912417394893487,False
Acupressure,-0.007276576621583539,-0.12881425374247593,0.11323015300367034,False
Mach Punch,-0.007284499154149115,-0.12664606303167564,0.11291102673599508,False
Dragon Tail,-0.007419663447770992,-0.13325969137960797,0.11599153986908314,False
Swagger,-0.007843400094683326,-0.1315094775881726,0.11585088976950407,False
Horn Leech,-0.008126545376432063,-0.13323030129445043,0.11514408985343876,False
Tail Glow,-0.008191596315111424,-0.13243168322332283,0.11985877664771052,False
Pin Missile,-0.008203153968662917,-0.13278323456870064,0.11745009555599878,False
Future Sight,-0.008294499890673934,-0.1341581711449527,0.11508194492173766,False
Whirlpool,-0.008884649200971767,-0.12972880830148498,0.1139446881857905,False
Light Screen,-0.008997166459977278,-0.1050507695077525,0.08445548914915145,False
Mean Look,-0.00907080618833029,-0.13404821998036404,0.11597828621446592,False
Scorching Sands,-0.009074373521940099,-0.12662440734728955,0.10967124334599594,False
Snowscape,-0.009099346241122637,-0.1451030098054185,0.12642320449623917,False
Facade,-0.009188028030195286,-0.131693399360064,0.11590235428263457,False
Ice Punch,-0.009358858149750664,-0.08370301639937809,0.06751502388576601,False
Eerie Impulse,-0.00978067411695973,-0.13461709576624709,0.11799600711001207,False
Smack Down,-0.009817125767649567,-0.1375093735309061,0.11531388771120482,False
Counter,-0.010122568851826781,-0.13769846554363976,0.11468771201185612,False
Venoshock,-0.010349815157387398,-0.133329308469332,0.11346606213290882,False
Rest,-0.010489577946148203,-0.13829412633845203,0.11104996507590834,False
Endure,-0.010538426896057228,-0.13055918324693855,0.11277207520537491,False
Reflect Type,-0.010633232910884716,-0.13524369296576036,0.11327732861430805,False
Shed Tail,-0.010666224917053085,-0.13567633971003118,0.11553465852199311,False
Mud-Slap,-0.011189927962353971,-0.13462747066953423,0.1122219426869194,False
Night Slash,-0.01123749033708143,-0.1300108232582141,0.10655909784873939,False
Power Swap,-0.011261526443571191,-0.14041332608220816,0.11566660975965427,False
Parabolic Charge,-0.011636362855124559,-0.13317259981855986,0.10969398694552097,False
Charge Beam,-0.011654751664916078,-0.13527339214563222,0.11123202429525722,False
Thrash,-0.011723259322456383,-0.14048260052178896,0.11511181991157718,False
Lunge,-0.01183217929026704,-0.1400098654427584,0.11572991117734019,False
Fake Tears,-0.012175980992358105,-0.1082630689538333,0.0830038115105666,False
Low Sweep,-0.012519489262348506,-0.1302347095834583,0.10724142109510025,False
Metal Burst,-0.01257164618558033,-0.13766331466352813,0.11251474580364501,False
Earthquake,-0.012604136803578116,-0.08015192767409866,0.052966852863102994,False
Seed Bomb,-0.013091595763534705,-0.13672997403615686,0.11300025351148343,False
Fire Fang,-0.013154302070690642,-0.13894336460628087,0.1147280355611613,False
Stealth Rock,-0.013312854238090002,-0.1414340017040839,0.11371793034565533,False
Superpower,-0.013370139257515559,-0.13374467260648176,0.1064465297994908,False
Sparkling Aria,-0.013602331320485932,-0.14292443072744537,0.11430172270029779,False
Aqua Step,-0.013636334031463051,-0.14129698364688117,0.11261033287016342,False
Rock Slide,-0.013947131797532248,-0.0734913306565006,0.04459215070846983,False
Burn Up,-0.014279454362219229,-0.13400959459676715,0.10099141028046109,False
Mirror Coat,-0.01431153995777792,-0.13863286713277576,0.11020387654853225,False
Burning Jealousy,-0.014462269555399301,-0.1284170622549353,0.09644993630797194,False
Bullet Seed,-0.014655438635487749,-0.1392354315456763,0.10886221647918284,False
Pollen Puff,-0.014692679831677205,-0.1342981996559145,0.10274406815623398,False
Head Smash,-0.01515188212767598,-0.13015453160517343,0.09522437325747961,False
Gravity,-0.015438997567087989,-0.14220212117150471,0.10950174706809153,False
Psycho Cut,-0.015476071358758038,-0.1308031830454651,0.0972514148159029,False
Supercell Slam,-0.015478771757721993,-0.13968347661036198,0.10783746754823853,False
Water Shuriken,-0.0155709850714763,-0.1386244938540651,0.1074093666040274,False
Muddy Water,-0.01565732733560314,-0.11314830630332348,0.08001224052045176,False
Focus Energy,-0.015869358395618042,-0.1447788879429281,0.1171148908819165,False
Sacred Sword,-0.01626207394426661,-0.12607562078013795,0.09317605479747086,False
Entrainment,-0.016272969942861152,-0.1385814694436639,0.10794203291538576,False
X-Scissor,-0.016423113115397067,-0.14282778319162662,0.10722455347310372,False
Heal Pulse,-0.01681370982570336,-0.14122247807074967,0.10971932874201164,False
Flame Charge,-0.016897309230016054,-0.13919350755388862,0.1051033756484236,False
Body Press,-0.01700234815340272,-0.10386708732281172,0.06972753960884205,False
Soak,-0.01718690153514341,-0.13417157070327024,0.0950703658361237,False
Raging Bull,-0.017452924310061197,-0.15516227898446117,0.11222118135105931,False
Speed Swap,-0.017716605267974906,-0.1419726918317898,0.10189797432360469,False
Mystical Fire,-0.017735412367748067,-0.13664182644697137,0.10226478659502265,False
Aerial Ace,-0.0180002405586986,-0.1432572217017693,0.10210738526435902,False
High Horsepower,-0.018043670385070973,-0.0995693811116872,0.0613376296441354,False
Acid Spray,-0.01816669777900348,-0.14081520233283173,0.10225139672693759,False
Surf,-0.018451790196232925,-0.13777675693298866,0.09703000489409998,False
